subject_id,site,session,run,acquisition_id,avg_degree_mean,avg_degree_std,avg_degree_median,avg_degree_min,avg_degree_max,avg_strength_mean,avg_strength_std,avg_strength_median,avg_strength_min,avg_strength_max,clustering_mean,clustering_std,clustering_median,clustering_min,clustering_max,transitivity_mean,transitivity_std,transitivity_median,transitivity_min,transitivity_max,global_efficiency_mean,global_efficiency_std,global_efficiency_median,global_efficiency_min,global_efficiency_max,local_efficiency_mean,local_efficiency_std,local_efficiency_median,local_efficiency_min,local_efficiency_max,path_length_mean,path_length_std,path_length_median,path_length_min,path_length_max
10001,NYU,1,1,10001_S1_R1,37.8,0.0,37.8,37.8,37.8,25.705933128510978,1.4403299201666724,25.759832512077534,22.493887203304393,28.185925538916337,0.3522563300647313,0.04559800298132048,0.3570001167707755,0.2495682770510051,0.44105223952980804,0.5080939202446639,0.047674092936469535,0.5057609263956934,0.3972073677956031,0.6011404401135086,0.5783161927807945,0.012526883533751344,0.5804000742597134,0.552983384386888,0.5971224357189263,0.7284890259582516,0.01865794689275541,0.7320151054861244,0.6836965718487447,0.7632856338583826,0.5499409258125814,0.04270562392913078,0.5407295849554986,0.4907157239526203,0.6466419722485496
10001,NYU,1,2,10001_S1_R2,37.8,0.0,37.8,37.8,37.8,25.330591857238606,1.086388205173598,25.232146481463783,23.307956710614658,27.172897156288748,0.33577464977546634,0.029886880469325517,0.3339630507193653,0.27474187303565495,0.3864918874899627,0.5114185929590345,0.05035397101750585,0.49935832106594197,0.42890319928752485,0.6091250469395418,0.581009996254996,0.010952072299376838,0.5847581917757191,0.5548083170890049,0.595247377703517,0.7198561116800108,0.009752737980047528,0.7206686259604015,0.6959401978543779,0.738770187264968,0.567100203572301,0.026807154842774416,0.5646845721295537,0.5132749956286873,0.6229305591698776
10002,NYU,1,1,10002_S1_R1,37.8,0.0,37.8,37.8,37.8,24.6309369961601,0.7296716921509425,24.671272169288837,23.086719309342534,25.80473835970226,0.31700546024318743,0.021854683621474347,0.31592483980042846,0.2730015511693083,0.36193268158883213,0.49060537997509646,0.036120535929860996,0.49026559959187577,0.4213248376018867,0.5614919866641845,0.5856736349174262,0.006416899891720958,0.5863826232247206,0.5715306785482205,0.595423744546546,0.7147132043703469,0.008242525628961274,0.714345600442794,0.6959587395561807,0.7309947312526077,0.5876152596571544,0.020228396865668085,0.589937748284235,0.5378109900707722,0.6282034245067837
10002,NYU,1,2,10002_S1_R2,37.8,0.0,37.8,37.8,37.8,24.429796826590643,0.9236045962497953,24.49703467958852,22.68930125989412,26.572743423361526,0.3119588287258895,0.030304758657035448,0.31369393913218335,0.2564635857438799,0.38943190194794863,0.48568484183977356,0.03805182559265258,0.48803078978339004,0.40884970601189935,0.5668453480855153,0.5869197258791863,0.006927994034877508,0.587728580711025,0.5650932887774929,0.5970667409263889,0.7140335769505924,0.012866969311493443,0.7128643237759833,0.6888812217665249,0.7437526700148894,0.5943496147840767,0.02585413226301796,0.598654984531546,0.5366158835869983,0.6422424399829515
10003,NYU,1,1,10003_S1_R1,37.8,0.0,37.8,37.8,37.8,27.194682758473228,1.4382334240273165,26.6349648513292,25.3530553491492,30.26178290530255,0.3893138235839172,0.040123008532924914,0.3739830269016264,0.33695854010149484,0.4687671583007263,0.5476039620959681,0.04499666558760868,0.5320194283579301,0.49192977147533545,0.6532210138467939,0.567364001593107,0.01827437823584646,0.5748352362387418,0.5289252894140392,0.5867399981434943,0.7403291119209099,0.009174099716987304,0.7399279775107189,0.7122241037695605,0.7618903352083419,0.5027818641268221,0.03784546164852608,0.5117134354533475,0.426120720690454,0.5568551404102371
10004,NYU,1,1,10004_S1_R1,37.8,0.0,37.8,37.8,37.8,25.62769844367586,0.8227122729305169,25.46022762813066,24.121181237697602,26.85118205986525,0.3485670105986115,0.025845310488125613,0.3481593150863773,0.3014740420739981,0.3889495954572003,0.5184234538211269,0.031224951726270996,0.5212143874873475,0.45994278970214636,0.5660110258151392,0.5803880710716723,0.007598722214986607,0.5815046876450285,0.5667362851573309,0.5922862712336323,0.7317282235508278,0.009415495635236434,0.7309543570213678,0.7146310108571166,0.7541403305832766,0.5568512948270063,0.02484333185799382,0.561306105782746,0.5067058067937907,0.5979471465433185
10004,NYU,1,2,10004_S1_R2,37.8,0.0,37.8,37.8,37.8,24.852777251357825,0.9013798544698193,24.75711105999194,23.085534818548904,26.65423460194939,0.3245272795611265,0.029409147913871725,0.32652456132518637,0.2658471746622382,0.3879241302996504,0.48870296181235273,0.038562701424558816,0.48510488277807157,0.4133551651027563,0.5745472587447283,0.5851220964288053,0.007821694374599166,0.5864568829481042,0.5636470806646258,0.596305578761717,0.7199624143525187,0.01197645950401611,0.7202311620514514,0.6950594267919341,0.7416795633747727,0.5778275034326884,0.02505304590559276,0.5786219189041539,0.5421271717007264,0.6329032767453057
10005,NYU,1,1,10005_S1_R1,37.8,0.0,37.8,37.8,37.8,29.780272170614634,2.5379039788650903,30.30843467837886,23.29492969669794,32.889880637118694,0.4582072743071968,0.06731352625803846,0.4790441044855468,0.27158470676637175,0.513553063696952,0.6297652939465415,0.07305671284803344,0.6412875468090192,0.4206410049021332,0.714511104818156,0.5333914100572307,0.029154056143703026,0.5290169869117338,0.483291152363881,0.5952288127726671,0.7392974418150686,0.035906844452001735,0.7405902399259121,0.6841944041069886,0.7922702500257781,0.4392268229878097,0.0725796742426426,0.4265779729242678,0.34806542864618645,0.621085716727981
10006,NYU,1,1,10006_S1_R1,37.8,0.0,37.8,37.8,37.8,24.649674289207063,0.8108826031645369,24.818805551528932,23.301348633828916,25.70693837655218,0.316575281733937,0.025599371420033275,0.3216723931121315,0.2719492705619149,0.3519255057600747,0.4861719071489878,0.03563932117955998,0.49255414285158833,0.4300573244008564,0.5381800538957509,0.5863335541919842,0.005869734501765474,0.5854822240787114,0.5748584424022831,0.5953680497540098,0.715086615540674,0.010372319132469401,0.716029752520155,0.6972362857451576,0.7307423469687708,0.5855128681507795,0.021869696519832782,0.5799049217333803,0.5425935074865437,0.622537016151543
10007,NYU,1,1,10007_S1_R1,37.8,0.0,37.8,37.8,37.8,25.88791596810528,1.3940000684965324,26.014758180317127,23.048752710693762,27.96241197460576,0.35961106089890826,0.04562922009793203,0.3595220356840957,0.27183405884573314,0.4247907906185927,0.5330928001988077,0.05149251274730284,0.5414764218139314,0.4269165294174636,0.6112603293977804,0.5756749152574819,0.012375162262930887,0.5774389677898341,0.5537148426622114,0.5956372412512745,0.7319659937308128,0.018108977221686903,0.7332658540000583,0.6960080991965121,0.7645087856963106,0.5522875803651395,0.03857621443338359,0.543221788026602,0.4888261562866343,0.6312211214649548
10007,NYU,1,2,10007_S1_R2,37.8,0.0,37.8,37.8,37.8,25.04160330508668,0.8084897848807509,24.974144593665475,23.645238542243053,26.668018940247986,0.32904734452815243,0.02471892289580136,0.3240726323307391,0.290850882242559,0.3793894262042277,0.4924441333853108,0.03374909588287299,0.48865303695277,0.4421291450873414,0.5589313715774685,0.5850699545799284,0.006027886391971292,0.5865497076023306,0.5727513227513049,0.5932145177759165,0.7245145150470894,0.010700362444766114,0.723297564041385,0.7032834865825655,0.7518678240970216,0.5677301784177288,0.02560402870081024,0.5725063331244683,0.5046296147508762,0.6129958884824255
10008,NYU,1,1,10008_S1_R1,37.8,0.0,37.8,37.8,37.8,24.181045377297753,0.9903532927770501,23.86346104897951,22.832206509615247,26.319184084942467,0.30405145351300933,0.030144896744389048,0.30016354641361315,0.2639960850229762,0.37309370657184504,0.46153032633183855,0.040382156749898784,0.4533125833703868,0.409018300030827,0.560647917077757,0.589665575176763,0.007464043630856064,0.5928525016244283,0.5687552213867834,0.5971966954423074,0.7113757973524336,0.013180197338357274,0.712207031811692,0.6901250757200372,0.7393133581032726,0.5959524568677238,0.026477461335732883,0.6044096081311973,0.539274526203419,0.6356170159151746
10008,NYU,1,2,10008_S1_R2,37.8,0.0,37.8,37.8,37.8,24.785164577125855,1.2646416362359694,24.67924671047612,22.876263255508324,27.40756949876484,0.31913460755883727,0.039399174299819754,0.3175655287928017,0.2575704582689684,0.39862979215081584,0.48531016821423595,0.05857888839068123,0.47083588691411976,0.4039997183296951,0.6138591949438231,0.5847107231680654,0.011875192053630034,0.5896871809152402,0.5544741483337864,0.5970203285992739,0.7141466815548334,0.011687662957370067,0.7151073378676772,0.6878590993643682,0.7317211205956647,0.5791095273341375,0.029252149301067818,0.5755160652870788,0.5285134167798679,0.6280611870930208
10009,NYU,1,1,10009_S1_R1,37.8,0.0,37.8,37.8,37.8,24.389536825303807,0.5592196202154753,24.28453809587579,23.539382048343356,25.733851752783124,0.3106213534336878,0.017628951778084014,0.3105948962816963,0.2840381084727172,0.35186612264297223,0.4790604785888193,0.023337479946351825,0.47254361070868645,0.4498835939592476,0.5569831479887261,0.5889013722044529,0.004077189460848115,0.5894272718834096,0.5768541724681936,0.5937343358395971,0.7156703403361055,0.007813577168574701,0.7125576954895485,0.7044460385182262,0.7304842793661526,0.5914637189292329,0.01628192159664883,0.5947241534963685,0.5556081505646383,0.6212554772628512
10009,NYU,1,2,10009_S1_R2,37.8,0.0,37.8,37.8,37.8,24.3018744783263,0.5669252740309807,24.38610936089566,22.996997632164703,25.49220144685946,0.30901687969361774,0.019193155690603248,0.3132595239281591,0.2675292314984596,0.347520106480235,0.4696494899677259,0.028757918402657977,0.46735155374529447,0.41574779997059624,0.5328935357051571,0.5894956100340193,0.004435861462887817,0.5909217488164713,0.5771651350598634,0.596119929453261,0.7130046879880774,0.008036752683356959,0.7149233104216949,0.6947116482299088,0.7254691163351726,0.5924450539735236,0.014239898636468655,0.589895645601442,0.5676152336733549,0.6288091978217459
10010,NYU,1,1,10010_S1_R1,37.8,0.0,37.8,37.8,37.8,25.01316514862211,1.028620315538327,24.88609312082592,23.47153695413941,27.266702282428742,0.32905531495322166,0.03227621437126496,0.32647517393148784,0.2765438910723191,0.40431086979963093,0.49624150193628613,0.049168429646066554,0.49356300633672895,0.4175417932052337,0.6056391381578611,0.5840225723952251,0.01070918854670766,0.587635756056804,0.5558822983384425,0.5960085398681886,0.721299551500708,0.010619038401724602,0.7210109002291483,0.699570357737714,0.7474197136196793,0.5701611601612326,0.02360826701670825,0.5724213480053092,0.5208894686890126,0.6143233225724718
10010,NYU,1,2,10010_S1_R2,37.8,0.0,37.8,37.8,37.8,24.555773397268702,0.9138822371508611,24.43279348360865,23.097706211240666,26.910412552482203,0.31339832060635237,0.03027175561459001,0.30523586921752865,0.26902713839949566,0.3975402054161277,0.48655261717897946,0.03905069689124146,0.47678678349997744,0.4125116004387075,0.5834066863425327,0.587662131062004,0.0065790932762960445,0.5896314861227127,0.5673062285342878,0.5959342801448058,0.71637349003327,0.011851140748130689,0.7146792701488016,0.6973703077480441,0.7471423219220833,0.5861310116913143,0.026630020764487814,0.5914247123287502,0.5264709204261065,0.6235973025407342
